Car Make,Location,Chassis No,Version/Class,Model Code,Milleage,Engine Size (CC),Engine Code,Drive,Steering,Transmission,External Color,Registration Year/Month,Fuel,Manufacture Year/Month,Price($)
 MITSUBISHI LANCER,Singapore,JMYSRCY1AFU005662,LANCER EX 1.6 AT LED TAIL LAMP,"16-AT
Find parts for this model code","29,500 km","1,590cc",-,2wheel drive,Right,Automatic,Black,2015/11,Petrol,2015/11,7950
 MITSUBISHI ASX,UNITED KINGDOM,JMF622,AUTOMATIC DIESEL,0,"2,089 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2018/-,Diesel,-,24200
 MITSUBISHI ASX,UNITED KINGDOM,JMF624,AUTOMATIC DIESEL,0,"2,391 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2018/3,Diesel,-,26800
 MITSUBISHI ASX,UNITED KINGDOM,JMF626,MANUAL PETROL,0,"8,298 mile","1,600cc",-,4wheel drive,Right,Manual,White,2018/9,Petrol,-,19900
 MITSUBISHI ASX,UNITED KINGDOM,JMF627,MANUAL DIESEL,0,"5,138 mile","1,600cc",-,4wheel drive,Right,Manual,Red,2018/11,Diesel,-,21100
 MITSUBISHI ASX,UNITED KINGDOM,JMF628,MANUAL DIESEL,0,"3,985 mile","1,600cc",-,4wheel drive,Right,Manual,White,2018/-,Diesel,-,23000
 MITSUBISHI ASX,UNITED KINGDOM,JMF537,MANUAL PETROL,0,"17,948 mile","1,600cc",-,4wheel drive,Right,Manual,Black,2016/9,Petrol,-,14300
 MITSUBISHI ASX,UNITED KINGDOM,JMF541,MANUAL PETROL,0,"22,573 mile","1,600cc",-,4wheel drive,Right,Manual,Gray,2016/9,Petrol,-,13700
 MITSUBISHI ASX,UNITED KINGDOM,JMF542,MANUAL PETROL,0,"24,023 mile","1,600cc",-,4wheel drive,Right,Manual,White,2016/5,Petrol,-,14300
 MITSUBISHI ASX,UNITED KINGDOM,JMF543,MANUAL PETROL,0,"21,619 mile","1,600cc",-,4wheel drive,Right,Manual,Gray,2016/7,Petrol,-,14300
 MITSUBISHI ASX,UNITED KINGDOM,JMF544,MANUAL PETROL,0,"18,737 mile","1,600cc",-,4wheel drive,Right,Manual,White,2016/3,Petrol,-,13900
 MITSUBISHI ASX,UNITED KINGDOM,JMF548,MANUAL DIESEL,0,"18,000 mile","1,800cc",-,4wheel drive,Right,Manual,Other,2016/3,Diesel,-,14300
 MITSUBISHI ASX,UNITED KINGDOM,JMF590,MANUAL DIESEL,0,"25,230 mile","1,600cc",-,4wheel drive,Right,Manual,White,2016/3,Diesel,-,13700
 MITSUBISHI ASX,UNITED KINGDOM,JMF593,MANUAL PETROL,0,"12,385 mile","1,600cc",-,4wheel drive,Right,Manual,Black,2017/-,Petrol,-,18700
 MITSUBISHI ASX,UNITED KINGDOM,JMF597,MANUAL DIESEL,0,"6,700 mile","1,600cc",-,4wheel drive,Right,Manual,Black,2018/8,Diesel,-,19900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF889,AUTOMATIC DIESEL,0,"7,740 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2017/3,Diesel,-,23600
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF892,AUTOMATIC DIESEL,0,"15,100 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2017/1,Diesel,-,22400
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF894,AUTOMATIC DIESEL,0,"7,368 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2018/9,Diesel,-,24200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF896,AUTOMATIC DIESEL,0,"27,898 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2018/8,Diesel,-,23600
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF897,AUTOMATIC DIESEL,0,"27,483 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2018/8,Diesel,-,23600
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF898,AUTOMATIC DIESEL,0,"20,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Blue,2018/7,Diesel,-,24200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF900,AUTOMATIC DIESEL,0,"22,000 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2018/8,Diesel,-,23600
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF952,MANUAL DIESEL,0,"13,498 mile","2,200cc",-,4wheel drive,Right,Manual,Gray,2018/7,Diesel,-,25500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF953,MANUAL DIESEL,0,"9,310 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2018/9,Diesel,-,25500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF955,MANUAL DIESEL,0,"9,124 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2018/9,Diesel,-,25500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF851,AUTOMATIC DIESEL,0,"32,250 mile","2,200cc",-,4wheel drive,Right,Automatic,Brown,2016/10,Diesel,-,20900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF852,AUTOMATIC DIESEL,0,"44,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Blue,2016/8,Diesel,-,19900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF854,AUTOMATIC DIESEL,0,"36,322 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2016/1,Diesel,-,20900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF855,AUTOMATIC DIESEL,0,"20,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Gray,2016/12,Diesel,-,21200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF856,AUTOMATIC DIESEL,0,"17,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Blue,2016/11,Diesel,-,21800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF824,MANUAL DIESEL,0,"90,418 mile","2,200cc",-,4wheel drive,Right,Manual,Blue,2015/3,Diesel,-,14200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF858,AUTOMATIC DIESEL,0,"40,072 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2016/3,Diesel,-,21200
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1368,AUTOMATIC DIESEL,0,"59,136 mile","3,200cc",-,4wheel drive,Right,Automatic,Green,2016/7,Diesel,-,24347
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF859,AUTOMATIC DIESEL,0,"18,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2016/7,Diesel,-,20900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF827,MANUAL DIESEL,0,"73,482 mile","2,200cc",-,4wheel drive,Right,Manual,Black,2015/6,Diesel,-,15900
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF829,MANUAL DIESEL,0,"69,000 mile","2,200cc",-,4wheel drive,Right,Manual,White,2015/12,Diesel,-,15500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF860,AUTOMATIC DIESEL,0,"28,500 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2016/3,Diesel,-,21400
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF861,AUTOMATIC DIESEL,0,"40,402 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2016/3,Diesel,-,19300
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF830,MANUAL DIESEL,0,"75,000 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2015/3,Diesel,-,13100
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1371,AUTOMATIC DIESEL,0,"36,000 mile","3,200cc",-,4wheel drive,Right,Automatic,Black,2017/3,Diesel,-,30585
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF862,AUTOMATIC DIESEL,0,"26,939 mile","2,200cc",-,4wheel drive,Right,Automatic,Gray,2016/7,Diesel,-,20500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF831,MANUAL DIESEL,0,"40,500 mile","2,200cc",-,4wheel drive,Right,Manual,Blue,2015/10,Diesel,-,16200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF863,AUTOMATIC DIESEL,0,"35,970 mile","2,200cc",-,4wheel drive,Right,Automatic,Gray,2016/1,Diesel,-,21800
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1373,AUTOMATIC DIESEL,0,"31,701 mile","3,200cc",-,4wheel drive,Right,Automatic,Black,2017/1,Diesel,-,28847
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF864,MANUAL DIESEL,0,"40,000 mile","2,200cc",-,4wheel drive,Right,Manual,White,2016/3,Diesel,-,19300
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF866,MANUAL DIESEL,0,"38,000 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2016/7,Diesel,-,16800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF867,MANUAL DIESEL,0,"52,200 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2016/7,Diesel,-,14200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF868,MANUAL DIESEL,0,"27,795 mile","2,200cc",-,4wheel drive,Right,Manual,White,2016/4,Diesel,-,19100
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF870,MANUAL DIESEL,0,"84,258 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2016/5,Diesel,-,16800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF871,MANUAL DIESEL,0,"68,886 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2016/7,Diesel,-,16200
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF872,MANUAL DIESEL,0,"43,409 mile","2,200cc",-,4wheel drive,Right,Manual,Gray,2016/9,Diesel,-,18500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF873,MANUAL DIESEL,0,"32,000 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2016/4,Diesel,-,16300
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF874,MANUAL DIESEL,0,"11,041 mile","2,200cc",-,4wheel drive,Right,Manual,White,2017/9,Diesel,-,23000
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF875,MANUAL DIESEL,0,"9,026 mile","2,200cc",-,4wheel drive,Right,Manual,Silver,2017/5,Diesel,-,21800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF877,MANUAL DIESEL,0,"15,460 mile","2,200cc",-,4wheel drive,Right,Manual,Black,2017/5,Diesel,-,21800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF878,MANUAL DIESEL,0,"31,255 mile","2,200cc",-,4wheel drive,Right,Manual,White,2017/7,Diesel,-,21500
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF879,MANUAL DIESEL,0,"25,447 mile","2,200cc",-,4wheel drive,Right,Manual,Red,2017/5,Diesel,-,21800
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF844,AUTOMATIC DIESEL,0,"49,955 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2015/3,Diesel,-,19300
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF840,AUTOMATIC DIESEL,0,"51,363 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2015/6,Diesel,-,18000
 MITSUBISHI OUTLANDER,UNITED KINGDOM,JMF841,AUTOMATIC DIESEL,0,"36,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2015/11,Diesel,-,19300
 MITSUBISHI OUTLANDER PHEV,HOKKAIDO,GG2W-0306631,2.0 G SAFETY PACKAGE 4WD,"DLA-GG2W
Find parts for this model code","100,000 km","1,990cc",4B11-S61-Y61,4wheel drive,Right,Automatic,Black,2015/11,Hybrid(Petrol),-,22295
 MITSUBISHI ASX,UNITED KINGDOM,JMF483,AUTOMATIC DIESEL,0,"20,699 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2017/1,Diesel,-,19854
 MITSUBISHI ASX,UNITED KINGDOM,JMF486,AUTOMATIC DIESEL,0,"9,959 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2017/9,Diesel,-,21302
 MITSUBISHI ASX,UNITED KINGDOM,JMF650,MANUAL DIESEL,0,"18,000 mile","1,600cc",-,4wheel drive,Right,Manual,White,2017/-,Diesel,-,16799
 MITSUBISHI ASX,UNITED KINGDOM,JMF701,MANUAL DIESEL,0,"5,500 mile","1,600cc",-,4wheel drive,Right,Manual,Black,2018/11,Diesel,-,18181
 MITSUBISHI ASX,UNITED KINGDOM,JMF704,AUTOMATIC DIESEL,0,"3,851 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2018/11,Diesel,-,24306
 MITSUBISHI ASX,UNITED KINGDOM,JMF705,AUTOMATIC DIESEL,0,"3,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Brown,2018/9,Diesel,-,24180
 MITSUBISHI ASX,UNITED KINGDOM,JMF605,MANUAL PETROL,0,"25,233 mile","1,600cc",-,4wheel drive,Right,Manual,Brown,2015/11,Petrol,-,11800
 MITSUBISHI ASX,UNITED KINGDOM,JMF606,MANUAL PETROL,0,"33,000 mile","1,600cc",-,4wheel drive,Right,Manual,White,2015/4,Petrol,-,10900
 MITSUBISHI ASX,UNITED KINGDOM,JMF607,MANUAL PETROL,0,"46,371 mile","1,600cc",-,4wheel drive,Right,Manual,Red,2015/9,Petrol,-,11800
 MITSUBISHI ASX,UNITED KINGDOM,JMF608,MANUAL PETROL,0,"59,000 mile","1,600cc",-,4wheel drive,Right,Manual,Silver,2015/6,Petrol,-,11700
 MITSUBISHI ASX,UNITED KINGDOM,JMF610,MANUAL PETROL,0,"25,963 mile","1,600cc",-,4wheel drive,Right,Manual,Brown,2016/5,Petrol,-,13000
 MITSUBISHI ASX,UNITED KINGDOM,JMF615,MANUAL PETROL,0,"50,905 mile","1,600cc",-,4wheel drive,Right,Manual,White,2016/4,Petrol,-,13000
 MITSUBISHI ASX,UNITED KINGDOM,JMF617,MANUAL PETROL,0,"35,000 mile","1,600cc",-,4wheel drive,Right,Manual,Red,2017/3,Petrol,-,12800
 MITSUBISHI ASX,UNITED KINGDOM,JMF618,MANUAL PETROL,0,"35,697 mile","1,600cc",-,4wheel drive,Right,Manual,Blue,2017/1,Petrol,-,14700
 MITSUBISHI ASX,UNITED KINGDOM,JMF619,MANUAL PETROL,0,"26,000 mile","1,600cc",-,4wheel drive,Right,Manual,Brown,2017/8,Petrol,-,15500
 MITSUBISHI ASX,UNITED KINGDOM,JMF490,AUTOMATIC DIESEL,0,"64,900 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2016/3,Diesel,-,14988
 MITSUBISHI ASX,UNITED KINGDOM,JMF496,AUTOMATIC DIESEL,0,"16,500 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2017/10,Diesel,-,20588
 MITSUBISHI ASX,UNITED KINGDOM,JMF497,AUTOMATIC DIESEL,0,"25,255 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2017/6,Diesel,-,19842
 MITSUBISHI EK WAGON,NAGOYA,B11W-0132794,N/A,0,"46,966 km",650cc,-,4wheel drive,Right,Automatic,White,2015/10,Petrol,-,6226
 MITSUBISHI ASX,UNITED KINGDOM,JMF454,Automatic Diesel,0,"13,565 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2015/3,Diesel,-,16500
 MITSUBISHI ASX,UNITED KINGDOM,JMF551,MANUAL PETROL,0,"17,633 mile","1,600cc",-,4wheel drive,Right,Manual,Red,2018/3,Petrol,-,16400
 MITSUBISHI ASX,UNITED KINGDOM,JMF457,Automatic Diesel,0,"34,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Black,2015/3,Diesel,-,16200
 MITSUBISHI ASX,UNITED KINGDOM,JMF459,Automatic Diesel,0,"34,600 mile","2,200cc",-,4wheel drive,Right,Automatic,Brown,2015/9,Diesel,-,15500
 MITSUBISHI ASX,UNITED KINGDOM,JMF460,Automatic Diesel,0,"44,744 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2015/10,Diesel,-,15500
 MITSUBISHI ASX,UNITED KINGDOM,JMF461,Automatic Diesel,0,"46,392 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2015/-,Diesel,-,15500
 MITSUBISHI ASX,UNITED KINGDOM,JMF462,Automatic Diesel,0,"20,760 mile","2,200cc",-,4wheel drive,Right,Automatic,Red,2015/5,Diesel,-,16800
 MITSUBISHI ASX,UNITED KINGDOM,JMF463,Automatic Diesel,0,"9,000 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2015/4,Diesel,-,18000
 MITSUBISHI ASX,UNITED KINGDOM,JMF464,Automatic Diesel,0,"13,555 mile","2,200cc",-,4wheel drive,Right,Automatic,White,2015/12,Diesel,-,19300
 MITSUBISHI ASX,UNITED KINGDOM,JMF469,Automatic Diesel,0,"43,600 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2015/10,Diesel,-,14900
 MITSUBISHI ASX,UNITED KINGDOM,JMF480,Automatic Diesel,0,"36,000 mile","2,200cc",-,4wheel drive,Right,Automatic,Gray,2015/5,Diesel,-,16200
 MITSUBISHI ASX,UNITED KINGDOM,JMF481,Automatic Diesel,0,"41,300 mile","2,200cc",-,4wheel drive,Right,Automatic,Silver,2015/1,Diesel,-,14300
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA800,AUTOMATIC DIESEL,0,"43,292 mile","3,200cc",-,4wheel drive,Right,Automatic,Brown,2015/7,Diesel,-,25657
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA8001,AUTOMATIC DIESEL,0,"38,554 mile","3,200cc",-,4wheel drive,Right,Automatic,Brown,2015/-,Diesel,-,25657
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA802,AUTOMATIC DIESEL,0,"49,996 mile","3,200cc",-,4wheel drive,Right,Automatic,White,2015/3,Diesel,-,25532
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA807,AUTOMATIC DIESEL,0,"61,000 mile","3,200cc",-,4wheel drive,Right,Automatic,Gray,2017/3,Diesel,-,25670
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA809,AUTOMATIC DIESEL,0,"11,856 mile","3,200cc",-,4wheel drive,Right,Automatic,White,2017/3,Diesel,-,31662
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA810,AUTOMATIC DIESEL,0,"13,142 mile","3,200cc",-,4wheel drive,Right,Automatic,Gray,2018/1,Diesel,-,43166
 MITSUBISHI MINICAB TRUCK,YOKOHAMA,DS16T-109030,M,"EBD-DS16T
Find parts for this model code","10,336 km",650cc,R06A,2wheel drive,Right,Manual,White,2015/7,Petrol,-,5442
 MITSUBISHI OUTLANDER,U.S.A,JA4AP3AU1KU002817,Sport ES FWD,"4Cyl
Find parts for this model code","18,086 mile","2,000cc",-,2wheel drive,Left,CVT,Gray,2019/-,Petrol,2019/0,18517
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW9JU000416,Sport SEL FWD,"4Cyl
Find parts for this model code","32,771 mile","2,400cc",-,2wheel drive,Left,CVT,Gray,2018/-,Petrol,2018/0,17919
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW5JU000557,Sport SEL FWD,"4Cyl
Find parts for this model code","28,895 mile","2,400cc",-,2wheel drive,Left,CVT,Black,2018/-,Petrol,2018/0,18319
 MITSUBISHI OUTLANDER,U.S.A,JA4AD3A31JZ010773,SEL FWD,"4Cyl
Find parts for this model code","28,604 mile","2,400cc",-,2wheel drive,Left,CVT,Gray,2018/-,Petrol,2018/0,19119
 MITSUBISHI EK WAGON,KYOTO,B11W-0217744,M,"DBA-B11W
Find parts for this model code","17,628 km",660cc,3B20,2wheel drive,Right,CVT,Black,2016/10,Petrol,-,6755
 MITSUBISHI MIRAGE,U.S.A,ML32A3HJ3FH032927,N/A,"3Cyl
Find parts for this model code","52,452 mile","1,200cc",-,2wheel drive,Left,Automatic,Purple,2015/-,Petrol,2015/0,9119
 MITSUBISHI OUTLANDER,U.S.A,JA4AD3A37HZ043836,SE FWD,"4Cyl
Find parts for this model code","53,707 mile","2,400cc",-,2wheel drive,Left,Automatic,Black,2017/-,Petrol,2017/0,15619
 MITSUBISHI OUTLANDER,U.S.A,JA4AP3AU9JZ011170,Sport ES FWD,"4Cyl
Find parts for this model code","32,171 mile","2,000cc",-,2wheel drive,Left,Automatic,Red,2018/-,Petrol,2018/0,16019
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW8JU002500,SEL FWD,"4Cyl
Find parts for this model code","49,821 mile","2,400cc",-,2wheel drive,Left,Automatic,Silver,2018/-,Petrol,2018/0,16479
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW9JU001730,SEL FWD,"4Cyl
Find parts for this model code","51,313 mile","2,400cc",-,2wheel drive,Left,Automatic,Blue,2018/-,Petrol,2018/0,16519
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW5JZ035800,SEL FWD,"4Cyl
Find parts for this model code","51,483 mile","2,400cc",-,2wheel drive,Left,Automatic,Silver,2018/-,Petrol,2018/0,16519
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW9JU002957,SEL FWD,"4Cyl
Find parts for this model code","48,195 mile","2,400cc",-,2wheel drive,Left,Automatic,Gray,2018/-,Petrol,2018/0,16619
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AWXJZ032195,SEL FWD,"4Cyl
Find parts for this model code","46,978 mile","2,400cc",-,2wheel drive,Left,Automatic,Blue,2018/-,Petrol,2018/0,16619
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW3JU001402,SEL FWD,"4Cyl
Find parts for this model code","41,497 mile","2,400cc",-,2wheel drive,Left,Automatic,Gray,2018/-,Petrol,2018/0,17019
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW3JU001335,SEL FWD,"4Cyl
Find parts for this model code","40,639 mile","2,400cc",-,2wheel drive,Left,Automatic,Silver,2018/-,Petrol,2018/0,17219
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW9JU001324,SEL FWD,"4Cyl
Find parts for this model code","40,526 mile","2,400cc",-,2wheel drive,Left,Automatic,Gray,2018/-,Petrol,2018/0,17319
 MITSUBISHI OUTLANDER,U.S.A,JA4AP4AW6JU001362,SEL FWD,"4Cyl
Find parts for this model code","36,246 mile","2,400cc",-,2wheel drive,Left,Automatic,Silver,2018/-,Petrol,2018/0,17419
 MITSUBISHI OUTLANDER,U.S.A,JA4AD2A36JJ004251,ES FWD,"4Cyl
Find parts for this model code","40,244 mile","2,400cc",-,2wheel drive,Left,Automatic,Blue,2018/-,Petrol,2018/0,17419
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA10684,AUTOMATIC DIESEL,0,"90,000 mile","3,200cc",-,4wheel drive,Right,Automatic,Black,2015/1,Diesel,-,21500
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA10688,AUTOMATIC DIESEL,0,"12,690 mile","3,200cc",-,4wheel drive,Right,Automatic,White,2017/3,Diesel,-,32600
 MITSUBISHI MIRAGE,U.S.A,ML32F4FJ0HHF08857,ES FWD,"3Cyl
Find parts for this model code","30,392 mile","1,200cc",-,2wheel drive,Left,Automatic,White,2017/-,Petrol,2017/0,11700
 MITSUBISHI SHOGUN,UNITED KINGDOM,JAM10657,AUTOMATIC DIESEL,0,"32,000 mile","3,200cc",-,4wheel drive,Right,Automatic,Gray,2017/9,Diesel,-,30900
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1320,AUTOMATIC DIESEL,0,"40,226 mile","3,200cc",-,4wheel drive,Right,Automatic,Black,2015/10,Diesel,-,25814
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1323,AUTOMATIC DIESEL,0,"40,000 mile","3,200cc",-,4wheel drive,Right,Automatic,Gray,2016/3,Diesel,-,26453
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1118,AUTOMATIC DIESEL,0,"19,853 mile","3,200cc",-,4wheel drive,Right,Automatic,Black,2017/-,Diesel,-,32190
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA1119,AUTOMATIC DIESEL,0,"17,635 mile","3,200cc",-,4wheel drive,Right,Automatic,Brown,2018/5,Diesel,-,35840
 MITSUBISHI EK WAGON,KYUSHU,B11W-0511216,Ee-ASSIST,"DBA-B11W
Find parts for this model code","7,584 km",650cc,-,2wheel drive,Right,Automatic,Brown,2018/9,Petrol,-,8265
 MITSUBISHI OUTLANDER,Singapore,JMYXTGF3WFZ001774,N/A,"7-Seater
Find parts for this model code","43,000 km","2,360cc",-,4wheel drive,Right,Automatic,White,2015/3,Petrol,2015/0,9858
 MITSUBISHI MIRAGE,U.S.A,STOCKJC000360,GLX,"3Cyl
Find parts for this model code",16 mile,"1,200cc",-,2wheel drive,Left,CVT,Silver,2019/-,Petrol,2019/0,12300
 MITSUBISHI L,U.S.A,STOCKJC042329,Crew Cab 2WD,"4Cyl
Find parts for this model code",31 mile,"2,400cc",-,2wheel drive,Left,Manual,White,2018/-,Petrol,2018/0,17400
 MITSUBISHI LANCER EVOLUTION,KOBE,CZ4A-0802488,2.0 FINAL EDITION,"CBA-CZ4A
Find parts for this model code","39,000 km","1,990cc",4B11,4wheel drive,Right,Manual,White,2016/1,Petrol,-,47353
 MITSUBISHI LANCER,U.S.A,STOCKU008255,LE FWD,"4Cyl
Find parts for this model code","63,070 mile","2,000cc",-,2wheel drive,Left,Automatic,Silver,2017/-,Petrol,2017/0,10550
 MITSUBISHI MINICAB VAN,YOKOHAMA,DS17V-107536,M HIGH ROOF 5AMT,"HBD-DS17V
Find parts for this model code","26,000 km",650cc,R06A,-,Right,Sport AT,Silver,2016/3,Petrol,-,7226
 MITSUBISHI MINICAB TRUCK,KOBE,DS16T-106447,N/A,"EBD-DS16T
Find parts for this model code","148,513 km",650cc,R06A,2wheel drive,Right,Manual,White,2015/3,Petrol,-,6216
 MITSUBISHI DELICA D,NAGOYA,-756,N/A,"-
Find parts for this model code","11,000 km","2,400cc",-,4wheel drive,Right,CVT,White,2018/1,Petrol,-,27481
 MITSUBISHI PAJERO,KYUSHU,V98W-1000591,3.2 LONG SUPER EXCEED DIESEL TB,"LDA-V98W
Find parts for this model code","20,824 km","3,200cc",-,4wheel drive,Right,Automatic,Silver,2017/5,Petrol,-,36128
 MITSUBISHI DELICA D,YOKOHAMA,MB36S-601052,N/A,"DAA-MB36S
Find parts for this model code","7,000 km","1,240cc",K12C-WA05A,2wheel drive,Right,Automatic,Gray,2016/3,Petrol,-,13226
 MITSUBISHI EK CUSTOM,KYUSHU,B11W-0221185,T SAFETY PACKAGE,"DBA-B11W
Find parts for this model code","8,700 km",650cc,3B20,2wheel drive,Right,CVT,Red,2016/1,Petrol,-,10040
 MITSUBISHI EK SPACE,YOKOHAMA,B11A-0304307,M,"DBA-B11A
Find parts for this model code","30,000 km",650cc,3B20,2wheel drive,Right,Automatic,Black,2018/1,Petrol,-,7050
 MITSUBISHI EK SPACE,KOBE,B11A-0408677,M,"DBA-B11A
Find parts for this model code",3 km,650cc,3B20,-,Right,Automatic,White,2019/3,Petrol,-,10510
 MITSUBISHI DELICA D,YOKOHAMA,CV1W-1108770,2.24 Chamonix Diesel Turbo,"LDA-CV1W
Find parts for this model code","8,613 km","2,260cc",4N14,4wheel drive,Right,Automatic,Silver,2017/7,Diesel,-,27442
 MITSUBISHI SHOGUN,UNITED KINGDOM,JMA278,AUTOMATIC DIESEL,0,"146,000 mile","2,700cc",-,4wheel drive,Right,Automatic,Silver,2015/-,Diesel,-,16200
 MITSUBISHI MINICAB VAN,NAGOYA,DS17V-102252,N/A,0,"57,226 km",650cc,-,4wheel drive,Right,Automatic,Silver,2015/7,Petrol,-,4559
